,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel,Organism
7339,VRK3,Q8IV63,Nucleus,1,0,0,0,human
7340,VSIR,Q9H7M9,Plasma membrane,1,0,0,0,human
7341,VSTM5,A8MXK1,Plasma membrane,1,0,0,0,human
7342,VSX1,Q9NZR4,Nucleus,1,0,0,0,human
7343,VSX2,P58304,Nucleus,1,0,0,0,human
7344,VTA1,Q9NP79,Endosome,1,0,0,0,human
7345,VTCN1,Q7Z7D3,Plasma membrane,1,0,0,0,human
8196,VTI1A,Q96AJ9,Endosome,0,1,0,0,human
7346,VTI1B,Q9UEU0,Endosome,1,0,0,0,human
9135,VTN,P04004,Endosome,0,0,1,0,human
7347,VWA3B,Q502W6,Cytoplasm,1,0,0,0,human
9000,VWA8,A3KMH1,Mitochondria,0,1,0,0,human
7348,WAC,Q9BTA9,Nucleus,1,0,0,0,human
11060,WAPAL,Q7Z5K2-2,Large Protein Complex,0,0,0,1,human
7349,WARS1,P23381,Cytoplasm,1,0,0,0,human
7350,WARS2,Q9UGM6,Mitochondria,1,0,0,0,human
11354,WASF1,Q92558,Large Protein Complex,0,0,0,1,human
10493,WASF2,Q9Y6W5,Large Protein Complex,0,0,0,1,human
7351,WASH2P,Q6VEQ5,Endosome,1,0,0,0,human
7352,WASH3P,C4AMC7,Endosome,1,0,0,0,human
7353,WASH4P,A8MWX3,Endosome,1,0,0,0,human
7354,WASH6P,Q9NQA3,Endosome,1,0,0,0,human
7355,WASHC1,A8K0Z3,Endosome,1,0,0,0,human
7356,WASHC2A,Q641Q2,Endosome,1,0,0,0,human
7357,WASHC2C,Q9Y4E1,Endosome,1,0,0,0,human
7358,WASHC3,Q9Y3C0,Endosome,1,0,0,0,human
7359,WASHC4,Q2M389,Endosome,1,0,0,0,human
7360,WASHC5,Q12768,Endosome,1,0,0,0,human
10494,WASL,O00401,Large Protein Complex,0,0,0,1,human
10495,WBP11,Q9Y2W2,Large Protein Complex,0,0,0,1,human
7361,WBP4,O75554,Nucleus,1,0,0,0,human
10496,WBSCR22,O43709,Large Protein Complex,0,0,0,1,human
7362,WDFY1,Q8IWB7,Endosome,1,0,0,0,human
7363,WDFY2,Q96P53,Endosome,1,0,0,0,human
7364,WDHD1,O75717,Nucleus,1,0,0,0,human
9828,WDR1,O75083,Actin binding proteins,0,0,0,1,human
10804,WDR11,Q9BZH6,Large Protein Complex,0,0,0,1,human
7365,WDR12,Q9GZL7,Nucleus,1,0,0,0,human
7366,WDR13,Q9H1Z4,Nucleus,1,0,0,0,human
11355,WDR18,Q9BV38,Large Protein Complex,0,0,0,1,human
10805,WDR19,Q8NEZ3,Large Protein Complex,0,0,0,1,human
11061,WDR20,Q8TBZ3,Large Protein Complex,0,0,0,1,human
7367,WDR24,Q96S15,Lysosome,1,0,0,0,human
11199,WDR24,Q96S15-2,Large Protein Complex,0,0,0,1,human
10497,WDR26,Q9H7D7-2,Large Protein Complex,0,0,0,1,human
7368,WDR3,Q9UNX4,Nucleus,1,0,0,0,human
7369,WDR33,Q9C0J8,Nucleus,1,0,0,0,human
10498,WDR35,Q9P2L0,Large Protein Complex,0,0,0,1,human
7370,WDR36,Q8NI36,Nucleus,1,0,0,0,human
7371,WDR4,P57081,Nucleus,1,0,0,0,human
7372,WDR41,Q9HAD4,Cytoplasm,1,0,0,0,human
7373,WDR43,Q15061,Nucleus,1,0,0,0,human
11200,WDR44,Q5JSH3,Large Protein Complex,0,0,0,1,human
9134,WDR45B,Q5MNZ6,Endosome,0,0,1,0,human
7374,WDR46,O15213,Nucleus,1,0,0,0,human
10499,WDR48,Q8TAF3,Large Protein Complex,0,0,0,1,human
7375,WDR5,P61964,Nucleus,1,0,0,0,human
11062,WDR55,Q9H6Y2,Large Protein Complex,0,0,0,1,human
7376,WDR59,Q6PJI9,Lysosome,1,0,0,0,human
7377,WDR6,Q9NNW5,Cytoplasm,1,0,0,0,human
10500,WDR61,Q9GZS3,Large Protein Complex,0,0,0,1,human
9241,WDR7,Q9Y4E6,Endosome,0,0,0,1,human
10806,WDR70,Q9NW82,Large Protein Complex,0,0,0,1,human
7378,WDR74,Q6RFH5,Nucleus,1,0,0,0,human
7379,WDR75,Q8IWA0,Nucleus,1,0,0,0,human
8539,WDR76,Q9H967,Nucleus,0,1,0,0,human
10501,WDR77,Q9BQA1,Large Protein Complex,0,0,0,1,human
7380,WDR81,Q562E7,Endosome,1,0,0,0,human
7381,WDR82,Q6UXN9,Nucleus,1,0,0,0,human
8540,WDR89,Q96FK6,Nucleus,0,1,0,0,human
7382,WDR91,A4D1P6,Endosome,1,0,0,0,human
10502,WDR92,Q96MX6,Large Protein Complex,0,0,0,1,human
7383,WEE1,P30291,Nucleus,1,0,0,0,human
7384,WEE2,P0C1S8,Nucleus,1,0,0,0,human
7385,WFS1,O76024,ER,1,0,0,0,human
10807,WIBG,Q9BRP8-2,Large Protein Complex,0,0,0,1,human
10503,WIPF1,O43516,Large Protein Complex,0,0,0,1,human
10504,WIPF2,Q8TF74,Large Protein Complex,0,0,0,1,human
7386,WIZ,O95785,Nucleus,1,0,0,0,human
9285,WLS,Q5T9L3-2,ER,0,0,0,1,human
9382,WLS,Q5T9L3,ER,0,0,0,1,human
7387,WNK1,Q9H4A3,Cytoplasm,1,0,0,0,human
10808,WNK1,Q9H4A3-5,Large Protein Complex,0,0,0,1,human
7388,WNK3,Q9BYP7,Cytoplasm,1,0,0,0,human
9746,WNT5A,P41221,Plasma membrane,0,0,0,1,human
7389,WRAP53,Q9BUR4,Nucleus,1,0,0,0,human
7390,WRN,Q14191,Nucleus,1,0,0,0,human
9268,WWP1,Q9H0M0,Endosome,0,0,0,1,human
7391,WWP2,O00308,Nucleus,1,0,0,0,human
7392,XAB2,Q9HCS7,Nucleus,1,0,0,0,human
7393,XCR1,P46094,Plasma membrane,1,0,0,0,human
7394,XG,P55808,Plasma membrane,1,0,0,0,human
7395,XKR3,Q5GH77,Plasma membrane,1,0,0,0,human
7396,XKR8,Q9H6D3,Plasma membrane,1,0,0,0,human
7397,XKRX,Q6PP77,Plasma membrane,1,0,0,0,human
7398,XPA,P23025,Nucleus,1,0,0,0,human
8541,XPC,Q01831,Nucleus,0,1,0,0,human
7399,XPNPEP1,Q9NQW7,Cytoplasm,1,0,0,0,human
11356,XPNPEP1,Q9NQW7-3,Large Protein Complex,0,0,0,1,human
7400,XPNPEP2,O43895,Plasma membrane,1,0,0,0,human
8425,XPNPEP3,Q9NQH7,Mitochondrion-Mtx,0,1,0,0,human
9502,XPO1,O14980,Golgi,0,0,0,1,human
11366,XPO4,Q9C0E2,Nuclear pore complex,0,0,0,1,human
11063,XPO5,Q9HAV4,Large Protein Complex,0,0,0,1,human
11201,XPO7,Q9UIA9,Large Protein Complex,0,0,0,1,human
11202,XPOT,O43592,Large Protein Complex,0,0,0,1,human
7401,XPR1,Q9UBH6,Plasma membrane,1,0,0,0,human
7402,XRCC1,P18887,Nucleus,1,0,0,0,human
7403,XRCC4,Q13426,Nucleus,1,0,0,0,human
7404,XRCC5,P13010,Nucleus,1,0,0,0,human
7405,XRCC6,P12956,Nucleus,1,0,0,0,human
10505,XRN1,Q8IZH2,Large Protein Complex,0,0,0,1,human
7406,XRN2,Q9H0D6,Nucleus,1,0,0,0,human
7407,XXYLT1,Q8NBI6,ER,1,0,0,0,human
7408,XYLT1,Q86Y38,Golgi,1,0,0,0,human
7409,XYLT2,Q9H1B5,Golgi,1,0,0,0,human
7410,YAF2,Q8IY57,Nucleus,1,0,0,0,human
11357,YAP1,P46937,Large Protein Complex,0,0,0,1,human
7411,YARS1,P54577,Cytoplasm,1,0,0,0,human
7412,YARS2,Q9Y2Z4,Mitochondria,1,0,0,0,human
7413,YBEY,P58557,Nucleus,1,0,0,0,human
10809,YBX1,P67809,Large Protein Complex,0,0,0,1,human
10810,YBX3,P16989,Large Protein Complex,0,0,0,1,human
11203,YBX3,P16989-2,Large Protein Complex,0,0,0,1,human
9786,YDJC,A8MPS7,Plasma membrane,0,0,0,1,human
7414,YEATS2,Q9ULM3,Nucleus,1,0,0,0,human
7415,YEATS4,O95619,Nucleus,1,0,0,0,human
9635,YES1,P07947,Plasma membrane,0,0,0,1,human
7416,YIF1A,O95070,Golgi,1,0,0,0,human
9435,YIF1B,Q5BJH7-2,Ergic/cisGolgi,0,0,0,1,human
9436,YIF1B,Q5BJH7,Ergic/cisGolgi,0,0,0,1,human
7417,YIPF1,Q9Y548,Golgi,1,0,0,0,human
7418,YIPF2,Q9BWQ6,Golgi,1,0,0,0,human
7419,YIPF3,Q9GZM5,Golgi,1,0,0,0,human
7420,YIPF4,Q9BSR8,Golgi,1,0,0,0,human
7421,YIPF5,Q969M3,Golgi,1,0,0,0,human
7422,YIPF6,Q96EC8,Golgi,1,0,0,0,human
7423,YIPF7,Q8N8F6,Golgi,1,0,0,0,human
7424,YJU2,Q9BW85,Nucleus,1,0,0,0,human
9503,YKT6,O15498,Golgi,0,0,0,1,human
7425,YLPM1,P49750,Nucleus,1,0,0,0,human
11064,YLPM1,P49750-4,Large Protein Complex,0,0,0,1,human
7426,YME1L1,Q96TA2,Mitochondria,1,0,0,0,human
9554,YME1L1,Q96TA2-3,Mitochondria,0,0,0,1,human
7427,YPEL1,O60688,Nucleus,1,0,0,0,human
7428,YPEL2,Q96QA6,Nucleus,1,0,0,0,human
7429,YPEL3,P61236,Nucleus,1,0,0,0,human
7430,YPEL4,Q96NS1,Nucleus,1,0,0,0,human
7431,YRDC,Q86U90,Mitochondria,1,0,0,0,human
7432,YTHDC1,Q96MU7,Nucleus,1,0,0,0,human
7433,YTHDC2,Q9H6S0,Cytoplasm,1,0,0,0,human
7434,YTHDF1,Q9BYJ9,Cytoplasm,1,0,0,0,human
10811,YTHDF2,Q9Y5A9,Large Protein Complex,0,0,0,1,human
7435,YTHDF3,Q7Z739,Cytoplasm,1,0,0,0,human
10506,YWHAB,P31946,Large Protein Complex,0,0,0,1,human
10507,YWHAE,P62258,Large Protein Complex,0,0,0,1,human
7436,YWHAG,P61981,Cytoplasm,1,0,0,0,human
10508,YWHAH,Q04917,Large Protein Complex,0,0,0,1,human
10509,YWHAQ,P27348,Large Protein Complex,0,0,0,1,human
7437,YWHAZ,P63104,Cytoplasm,1,0,0,0,human
7438,YY1,P25490,Nucleus,1,0,0,0,human
11204,YY1AP1,Q9H869-3,Large Protein Complex,0,0,0,1,human
7439,YY2,O15391,Nucleus,1,0,0,0,human
7440,ZACN,Q401N2,Plasma membrane,1,0,0,0,human
7441,ZADH2,Q8N4Q0,Peroxisome,1,0,0,0,human
10510,ZAK,Q9NYL2,Large Protein Complex,0,0,0,1,human
7442,ZAN,Q9Y493,Plasma membrane,1,0,0,0,human
7443,ZAR1,Q86SH2,Cytoplasm,1,0,0,0,human
7444,ZBED1,O96006,Nucleus,1,0,0,0,human
7445,ZBED6,P86452,Nucleus,1,0,0,0,human
7446,ZBTB1,Q9Y2K1,Nucleus,1,0,0,0,human
7447,ZBTB10,Q96DT7,Nucleus,1,0,0,0,human
7448,ZBTB11,O95625,Nucleus,1,0,0,0,human
7449,ZBTB12,Q9Y330,Nucleus,1,0,0,0,human
7450,ZBTB14,O43829,Nucleus,1,0,0,0,human
7451,ZBTB16,Q05516,Nucleus,1,0,0,0,human
7452,ZBTB17,Q13105,Nucleus,1,0,0,0,human
7453,ZBTB18,Q99592,Nucleus,1,0,0,0,human
7454,ZBTB2,Q8N680,Nucleus,1,0,0,0,human
7455,ZBTB20,Q9HC78,Nucleus,1,0,0,0,human
7456,ZBTB21,Q9ULJ3,Nucleus,1,0,0,0,human
7457,ZBTB22,O15209,Nucleus,1,0,0,0,human
7458,ZBTB24,O43167,Nucleus,1,0,0,0,human
7459,ZBTB25,P24278,Nucleus,1,0,0,0,human
7460,ZBTB26,Q9HCK0,Nucleus,1,0,0,0,human
7461,ZBTB3,Q9H5J0,Nucleus,1,0,0,0,human
7462,ZBTB32,Q9Y2Y4,Nucleus,1,0,0,0,human
7463,ZBTB34,Q8NCN2,Nucleus,1,0,0,0,human
7464,ZBTB37,Q5TC79,Nucleus,1,0,0,0,human
7465,ZBTB38,Q8NAP3,Nucleus,1,0,0,0,human
7466,ZBTB39,O15060,Nucleus,1,0,0,0,human
7467,ZBTB4,Q9P1Z0,Nucleus,1,0,0,0,human
7468,ZBTB40,Q9NUA8,Nucleus,1,0,0,0,human
7469,ZBTB41,Q5SVQ8,Nucleus,1,0,0,0,human
7470,ZBTB43,O43298,Nucleus,1,0,0,0,human
7471,ZBTB44,Q8NCP5,Nucleus,1,0,0,0,human
7472,ZBTB45,Q96K62,Nucleus,1,0,0,0,human
7473,ZBTB46,Q86UZ6,Nucleus,1,0,0,0,human
7474,ZBTB47,Q9UFB7,Nucleus,1,0,0,0,human
7475,ZBTB48,P10074,Nucleus,1,0,0,0,human
7476,ZBTB5,O15062,Nucleus,1,0,0,0,human
7477,ZBTB6,Q15916,Nucleus,1,0,0,0,human
7478,ZBTB7A,O95365,Nucleus,1,0,0,0,human
7479,ZBTB7B,O15156,Nucleus,1,0,0,0,human
7480,ZBTB8A,Q96BR9,Nucleus,1,0,0,0,human
7481,ZBTB8B,Q8NAP8,Nucleus,1,0,0,0,human
7482,ZBTB9,Q96C00,Nucleus,1,0,0,0,human
7483,ZC3H10,Q96K80,Nucleus,1,0,0,0,human
8542,ZC3H11A,O75152,Nucleus,0,1,0,0,human
7484,ZC3H13,Q5T200,Nucleus,1,0,0,0,human
10812,ZC3H15,Q8WU90,Large Protein Complex,0,0,0,1,human
7485,ZC3H18,Q86VM9,Nucleus,1,0,0,0,human
7486,ZC3H3,Q8IXZ2,Nucleus,1,0,0,0,human
10511,ZC3H4,Q9UPT8,Large Protein Complex,0,0,0,1,human
7487,ZC3H7A,Q8IWR0,Nucleus,1,0,0,0,human
7488,ZC3H7B,Q9UGR2,Nucleus,1,0,0,0,human
10512,ZC3H7B,Q9UGR2-2,Large Protein Complex,0,0,0,1,human
7489,ZC3H8,Q8N5P1,Nucleus,1,0,0,0,human
8197,ZC3HAV1,Q7Z2W4,Endosome,0,1,0,0,human
9242,ZC3HAV1,Q7Z2W4-3,Endosome,0,0,0,1,human
10513,ZC3HAV1L,Q96H79,Large Protein Complex,0,0,0,1,human
7490,ZC3HC1,Q86WB0,Nucleus,1,0,0,0,human
10514,ZCCHC11,Q5TAX3,Large Protein Complex,0,0,0,1,human
7491,ZCCHC17,Q9NP64,Nucleus,1,0,0,0,human
11205,ZCCHC2,Q9C0B9,Large Protein Complex,0,0,0,1,human
7492,ZCCHC3,Q9NUD5,Cytoplasm,1,0,0,0,human
10813,ZCCHC6,Q5VYS8,Large Protein Complex,0,0,0,1,human
7493,ZCCHC7,Q8N3Z6,Nucleus,1,0,0,0,human
7494,ZCCHC8,Q6NZY4,Nucleus,1,0,0,0,human
7495,ZCCHC9,Q8N567,Nucleus,1,0,0,0,human
7496,ZCRB1,Q8TBF4,Nucleus,1,0,0,0,human
9487,ZDHHC13,Q8IUH4,Golgi,0,0,0,1,human
7497,ZDHHC15,Q96MV8,Golgi,1,0,0,0,human
7498,ZDHHC16,Q969W1,ER,1,0,0,0,human
9504,ZDHHC17,Q8IUH5,Golgi,0,0,0,1,human
9136,ZDHHC2,Q9UIJ5,Endosome,0,0,1,0,human
9124,ZDHHC20,Q5W0Z9,Endosome,0,0,1,0,human
7499,ZDHHC21,Q8IVQ6,Golgi,1,0,0,0,human
7500,ZDHHC3,Q9NYG2,Golgi,1,0,0,0,human
7501,ZDHHC4,Q9NPG8,ER,1,0,0,0,human
7502,ZDHHC5,Q9C0B5,Plasma membrane,1,0,0,0,human
7503,ZDHHC6,Q9H6R6,ER,1,0,0,0,human
7504,ZDHHC7,Q9NXF8,Golgi,1,0,0,0,human
7505,ZEB1,P37275,Nucleus,1,0,0,0,human
7506,ZEB2,O60315,Nucleus,1,0,0,0,human
7507,ZFAND2B,Q8WV99,ER,1,0,0,0,human
7508,ZFAND5,O76080,Cytoplasm,1,0,0,0,human
7509,ZFAND6,Q6FIF0,Cytoplasm,1,0,0,0,human
7510,ZFC3H1,O60293,Nucleus,1,0,0,0,human
7511,ZFHX2,Q9C0A1,Nucleus,1,0,0,0,human
7512,ZFHX4,Q86UP3,Nucleus,1,0,0,0,human
7513,ZFP1,Q6P2D0,Nucleus,1,0,0,0,human
7514,ZFP14,Q9HCL3,Nucleus,1,0,0,0,human
7515,ZFP2,Q6ZN57,Nucleus,1,0,0,0,human
7516,ZFP28,Q8NHY6,Nucleus,1,0,0,0,human
7517,ZFP3,Q96NJ6,Nucleus,1,0,0,0,human
7518,ZFP30,Q9Y2G7,Nucleus,1,0,0,0,human
9032,ZFP36L2,P47974,Endosome,0,0,1,0,human
7519,ZFP37,Q9Y6Q3,Nucleus,1,0,0,0,human
7520,ZFP41,Q8N8Y5,Nucleus,1,0,0,0,human
7521,ZFP42,Q96MM3,Nucleus,1,0,0,0,human
7522,ZFP57,Q9NU63,Nucleus,1,0,0,0,human
7523,ZFP62,Q8NB50,Nucleus,1,0,0,0,human
7524,ZFP64,Q9NTW7,Nucleus,1,0,0,0,human
7525,ZFP69,Q49AA0,Nucleus,1,0,0,0,human
7526,ZFP69B,Q9UJL9,Nucleus,1,0,0,0,human
7527,ZFP82,Q8N141,Nucleus,1,0,0,0,human
7528,ZFP90,Q8TF47,Nucleus,1,0,0,0,human
7529,ZFP91,Q96JP5,Nucleus,1,0,0,0,human
7530,ZFP92,A6NM28,Nucleus,1,0,0,0,human
7531,ZFPL1,O95159,Golgi,1,0,0,0,human
7532,ZFPM1,Q8IX07,Nucleus,1,0,0,0,human
7533,ZFPM2,Q8WW38,Nucleus,1,0,0,0,human
8543,ZFR,Q96KR1,Nucleus,0,1,0,0,human
7534,ZFX,P17010,Nucleus,1,0,0,0,human
7535,ZFY,P08048,Nucleus,1,0,0,0,human
7536,ZFYVE16,Q7Z3T8,Endosome,1,0,0,0,human
7537,ZFYVE21,Q9BQ24,Endosome,1,0,0,0,human
9175,ZFYVE21,Q9BQ24-2,Endosome,0,0,0,1,human
11358,ZFYVE26,Q68DK2,Large Protein Complex,0,0,0,1,human
9415,ZFYVE27,Q5T4F4-8,ER_high_curvature,0,0,0,1,human
7538,ZFYVE9,O95405,Endosome,1,0,0,0,human
7539,ZGLP1,P0C6A0,Nucleus,1,0,0,0,human
7540,ZGPAT,Q8N5A5,Nucleus,1,0,0,0,human
10814,ZGPAT,Q8N5A5-2,Large Protein Complex,0,0,0,1,human
7541,ZHX1,Q9UKY1,Nucleus,1,0,0,0,human
7542,ZHX2,Q9Y6X8,Nucleus,1,0,0,0,human
7543,ZHX3,Q9H4I2,Nucleus,1,0,0,0,human
9122,ZIC2,O95409,Endosome,0,0,1,0,human
7544,ZIC4,Q8N9L1,Nucleus,1,0,0,0,human
7545,ZIC5,Q96T25,Nucleus,1,0,0,0,human
7546,ZIK1,Q3SY52,Nucleus,1,0,0,0,human
7547,ZIM2,Q9NZV7,Nucleus,1,0,0,0,human
7548,ZIM3,Q96PE6,Nucleus,1,0,0,0,human
7549,ZKSCAN1,P17029,Nucleus,1,0,0,0,human
7550,ZKSCAN2,Q63HK3,Nucleus,1,0,0,0,human
7551,ZKSCAN4,Q969J2,Nucleus,1,0,0,0,human
7552,ZKSCAN5,Q9Y2L8,Nucleus,1,0,0,0,human
7553,ZKSCAN7,Q9P0L1,Nucleus,1,0,0,0,human
7554,ZKSCAN8,Q15776,Nucleus,1,0,0,0,human
7555,ZMAT1,Q5H9K5,Nucleus,1,0,0,0,human
7556,ZMAT2,Q96NC0,Nucleus,1,0,0,0,human
7557,ZMAT3,Q9HA38,Nucleus,1,0,0,0,human
7558,ZMAT4,Q9H898,Nucleus,1,0,0,0,human
7559,ZMAT5,Q9UDW3,Nucleus,1,0,0,0,human
7560,ZMIZ2,Q8NF64,Nucleus,1,0,0,0,human
9286,ZMPSTE24,O75844,ER,0,0,0,1,human
7561,ZMYM1,Q5SVZ6,Nucleus,1,0,0,0,human
7562,ZMYM2,Q9UBW7,Nucleus,1,0,0,0,human
7563,ZMYM3,Q14202,Nucleus,1,0,0,0,human
11359,ZMYM4,Q5VZL5,Large Protein Complex,0,0,0,1,human
7564,ZMYM5,Q9UJ78,Nucleus,1,0,0,0,human
7565,ZMYM6,O95789,Nucleus,1,0,0,0,human
7566,ZMYND11,Q15326,Nucleus,1,0,0,0,human
7567,ZNF10,P21506,Nucleus,1,0,0,0,human
7568,ZNF100,Q8IYN0,Nucleus,1,0,0,0,human
7569,ZNF101,Q8IZC7,Nucleus,1,0,0,0,human
7570,ZNF106,Q9H2Y7,Nucleus,1,0,0,0,human
7571,ZNF107,Q9UII5,Nucleus,1,0,0,0,human
7572,ZNF112,Q9UJU3,Nucleus,1,0,0,0,human
7573,ZNF114,Q8NC26,Nucleus,1,0,0,0,human
7574,ZNF117,Q03924,Nucleus,1,0,0,0,human
7575,ZNF12,P17014,Nucleus,1,0,0,0,human
7576,ZNF121,P58317,Nucleus,1,0,0,0,human
7577,ZNF124,Q15973,Nucleus,1,0,0,0,human
7578,ZNF131,P52739,Nucleus,1,0,0,0,human
7579,ZNF132,P52740,Nucleus,1,0,0,0,human
7580,ZNF133,P52736,Nucleus,1,0,0,0,human
7581,ZNF134,P52741,Nucleus,1,0,0,0,human
7582,ZNF135,P52742,Nucleus,1,0,0,0,human
7583,ZNF136,P52737,Nucleus,1,0,0,0,human
7584,ZNF137P,P52743,Nucleus,1,0,0,0,human
7585,ZNF138,P52744,Nucleus,1,0,0,0,human
7586,ZNF14,P17017,Nucleus,1,0,0,0,human
7587,ZNF140,P52738,Nucleus,1,0,0,0,human
7588,ZNF141,Q15928,Nucleus,1,0,0,0,human
7589,ZNF142,P52746,Nucleus,1,0,0,0,human
7590,ZNF143,P52747,Nucleus,1,0,0,0,human
7591,ZNF146,Q15072,Nucleus,1,0,0,0,human
7592,ZNF148,Q9UQR1,Nucleus,1,0,0,0,human
7593,ZNF154,Q13106,Nucleus,1,0,0,0,human
7594,ZNF155,Q12901,Nucleus,1,0,0,0,human
7595,ZNF157,P51786,Nucleus,1,0,0,0,human
7596,ZNF16,P17020,Nucleus,1,0,0,0,human
7597,ZNF160,Q9HCG1,Nucleus,1,0,0,0,human
7598,ZNF165,P49910,Nucleus,1,0,0,0,human
7599,ZNF169,Q14929,Nucleus,1,0,0,0,human
7600,ZNF17,P17021,Nucleus,1,0,0,0,human
7601,ZNF174,Q15697,Nucleus,1,0,0,0,human
7602,ZNF177,Q13360,Nucleus,1,0,0,0,human
7603,ZNF18,P17022,Nucleus,1,0,0,0,human
7604,ZNF180,Q9UJW8,Nucleus,1,0,0,0,human
7605,ZNF181,Q2M3W8,Nucleus,1,0,0,0,human
7606,ZNF182,P17025,Nucleus,1,0,0,0,human
7607,ZNF184,Q99676,Nucleus,1,0,0,0,human
7608,ZNF189,O75820,Nucleus,1,0,0,0,human
7609,ZNF19,P17023,Nucleus,1,0,0,0,human
7610,ZNF195,O14628,Nucleus,1,0,0,0,human
7611,ZNF197,O14709,Nucleus,1,0,0,0,human
7612,ZNF2,Q9BSG1,Nucleus,1,0,0,0,human
7613,ZNF20,P17024,Nucleus,1,0,0,0,human
7614,ZNF200,P98182,Nucleus,1,0,0,0,human
7615,ZNF202,O95125,Nucleus,1,0,0,0,human
7616,ZNF205,O95201,Nucleus,1,0,0,0,human
10515,ZNF207,O43670-2,Large Protein Complex,0,0,0,1,human
7617,ZNF208,O43345,Nucleus,1,0,0,0,human
7618,ZNF211,Q13398,Nucleus,1,0,0,0,human
7619,ZNF212,Q9UDV6,Nucleus,1,0,0,0,human
7620,ZNF213,O14771,Nucleus,1,0,0,0,human
7621,ZNF214,Q9UL59,Nucleus,1,0,0,0,human
7622,ZNF215,Q9UL58,Nucleus,1,0,0,0,human
7623,ZNF217,O75362,Nucleus,1,0,0,0,human
7624,ZNF219,Q9P2Y4,Nucleus,1,0,0,0,human
7625,ZNF22,P17026,Nucleus,1,0,0,0,human
7626,ZNF221,Q9UK13,Nucleus,1,0,0,0,human
7627,ZNF222,Q9UK12,Nucleus,1,0,0,0,human
7628,ZNF223,Q9UK11,Nucleus,1,0,0,0,human
7629,ZNF224,Q9NZL3,Nucleus,1,0,0,0,human
7630,ZNF225,P18146,Nucleus,1,0,0,0,human
7631,ZNF225,Q9UK10,Nucleus,1,0,0,0,human
7632,ZNF226,Q9NYT6,Nucleus,1,0,0,0,human
7633,ZNF227,Q86WZ6,Nucleus,1,0,0,0,human
7634,ZNF229,Q9UJW7,Nucleus,1,0,0,0,human
7635,ZNF23,P17027,Nucleus,1,0,0,0,human
7636,ZNF230,Q9UIE0,Nucleus,1,0,0,0,human
7637,ZNF230,Q8WVD5,Nucleus,1,0,0,0,human
7638,ZNF232,Q9UNY5,Nucleus,1,0,0,0,human
7639,ZNF233,A6NK53,Nucleus,1,0,0,0,human
7640,ZNF234,Q14588,Nucleus,1,0,0,0,human
7641,ZNF235,Q14590,Nucleus,1,0,0,0,human
7642,ZNF236,Q9UL36,Nucleus,1,0,0,0,human
7643,ZNF239,Q16600,Nucleus,1,0,0,0,human
7644,ZNF24,P17028,Nucleus,1,0,0,0,human
7645,ZNF248,Q8NDW4,Nucleus,1,0,0,0,human
7646,ZNF25,P17030,Nucleus,1,0,0,0,human
7647,ZNF250,P15622,Nucleus,1,0,0,0,human
7648,ZNF251,Q9BRH9,Nucleus,1,0,0,0,human
7649,ZNF253,O75346,Nucleus,1,0,0,0,human
7650,ZNF254,O75437,Nucleus,1,0,0,0,human
7651,ZNF256,Q9Y2P7,Nucleus,1,0,0,0,human
7652,ZNF257,Q9Y2Q1,Nucleus,1,0,0,0,human
7653,ZNF26,P17031,Nucleus,1,0,0,0,human
7654,ZNF260,Q3ZCT1,Nucleus,1,0,0,0,human
7655,ZNF263,O14978,Nucleus,1,0,0,0,human
7656,ZNF264,O43296,Nucleus,1,0,0,0,human
7657,ZNF266,Q14584,Nucleus,1,0,0,0,human
7658,ZNF267,Q14586,Nucleus,1,0,0,0,human
7659,ZNF273,Q14593,Nucleus,1,0,0,0,human
7660,ZNF275,Q9NSD4,Nucleus,1,0,0,0,human
7661,ZNF276,Q8N554,Nucleus,1,0,0,0,human
7662,ZNF277,Q9NRM2,Nucleus,1,0,0,0,human
7663,ZNF28,P17035,Nucleus,1,0,0,0,human
7664,ZNF280A,P59817,Nucleus,1,0,0,0,human
7665,ZNF280B,Q86YH2,Nucleus,1,0,0,0,human
7666,ZNF280C,Q8ND82,Nucleus,1,0,0,0,human
7667,ZNF280D,Q6N043,Nucleus,1,0,0,0,human
7668,ZNF281,Q9Y2X9,Nucleus,1,0,0,0,human
7669,ZNF282,Q9UDV7,Nucleus,1,0,0,0,human
7670,ZNF283,Q8N7M2,Nucleus,1,0,0,0,human
7671,ZNF284,Q2VY69,Nucleus,1,0,0,0,human
7672,ZNF285,Q96NJ3,Nucleus,1,0,0,0,human
7673,ZNF286A,Q9HBT8,Nucleus,1,0,0,0,human
7674,ZNF286B,P0CG31,Nucleus,1,0,0,0,human
7675,ZNF287,Q9HBT7,Nucleus,1,0,0,0,human
7676,ZNF292,O60281,Nucleus,1,0,0,0,human
7677,ZNF296,Q8WUU4,Nucleus,1,0,0,0,human
7678,ZNF3,P17036,Nucleus,1,0,0,0,human
7679,ZNF30,P17039,Nucleus,1,0,0,0,human
7680,ZNF300,Q96RE9,Nucleus,1,0,0,0,human
7681,ZNF302,Q9NR11,Nucleus,1,0,0,0,human
7682,ZNF304,Q9HCX3,Nucleus,1,0,0,0,human
7683,ZNF311,Q5JNZ3,Nucleus,1,0,0,0,human
7684,ZNF316,A6NFI3,Nucleus,1,0,0,0,human
